round,hs_code,product_description,category,implementation_date,mfn_tariff_rate,additional_tariff_rate,total_tariff_rate,annual_import_value_millions,note
2,87361358,美国产货车，功率为1931cc,车辆及其零件、附件,2018-07-06,9.3,25,34.3,194.18,
2,03010152,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号010152,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-07-06,4.7,25,29.7,117.8,
2,12195559,美国产大豆，用于压榨油,油籽、子仁、工业用或药用植物、饲料,2018-07-06,6.7,25,31.7,117.45,
2,87395167,美国产乘用车，功率为1723cc,车辆及其零件、附件,2018-07-06,3.1,25,28.1,15.68,
2,12096210,美国产葵花籽，用于压榨油,油籽、子仁、工业用或药用植物、饲料,2018-07-06,9.4,25,34.4,135.14,
2,87577466,美国产乘用车，功率为2061cc,车辆及其零件、附件,2018-07-06,6.7,25,31.7,158.07,
2,87482684,美国产乘用车，排量为3154cc,车辆及其零件、附件,2018-07-06,6.5,25,31.5,188.84,
2,03055024,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号055024,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-07-06,8.1,25,33.1,165.23,
2,12032469,美国产大豆，用于食品加工,油籽、子仁、工业用或药用植物、饲料,2018-07-06,7.5,25,32.5,186.71,
2,12857339,美国产花生，用于压榨油,油籽、子仁、工业用或药用植物、饲料,2018-07-06,10.0,25,35.0,174.76,
2,03909781,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号909781,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-07-06,9.5,25,34.5,189.81,
2,87037191,美国产越野车，排量为3060cc,车辆及其零件、附件,2018-07-06,5.5,25,30.5,38.74,
2,87931166,美国产越野车，功率为2199cc,车辆及其零件、附件,2018-07-06,4.4,25,29.4,137.79,
2,03443003,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号443003,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-07-06,6.9,25,31.9,154.08,
2,03915440,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号915440,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-07-06,5.5,25,30.5,120.28,
2,87347097,美国产货车，功率为1655cc,车辆及其零件、附件,2018-07-06,8.8,25,33.8,86.57,
2,12247684,美国产葵花籽，用于食品加工,油籽、子仁、工业用或药用植物、饲料,2018-07-06,3.9,25,28.9,41.97,
2,12795073,美国产亚麻籽，用于食品加工,油籽、子仁、工业用或药用植物、饲料,2018-07-06,4.9,25,29.9,101.14,
2,03547580,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号547580,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-07-06,8.7,25,33.7,54.33,
2,87441573,美国产越野车，排量为2934cc,车辆及其零件、附件,2018-07-06,7.3,25,32.3,172.34,
2,03776954,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号776954,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-07-06,7.5,25,32.5,6.19,
2,87444524,美国产货车，排量为2828cc,车辆及其零件、附件,2018-07-06,6.0,25,31.0,94.16,
2,87977667,美国产乘用车，功率为3047cc,车辆及其零件、附件,2018-07-06,8.9,25,33.9,190.05,
2,87796473,美国产越野车，排量为3798cc,车辆及其零件、附件,2018-07-06,8.0,25,33.0,56.92,
2,87177940,美国产乘用车，排量为4070cc,车辆及其零件、附件,2018-07-06,8.5,25,33.5,183.21,
2,12861041,美国产葵花籽，用于压榨油,油籽、子仁、工业用或药用植物、饲料,2018-07-06,7.4,25,32.4,35.78,
2,12472426,美国产大豆，用于饲料,油籽、子仁、工业用或药用植物、饲料,2018-07-06,7.0,25,32.0,66.68,
2,03118464,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号118464,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-07-06,3.1,25,28.1,12.73,
2,87926806,美国产货车，功率为4020cc,车辆及其零件、附件,2018-07-06,9.5,25,34.5,137.57,
2,87143560,美国产越野车，功率为4297cc,车辆及其零件、附件,2018-07-06,4.3,25,29.3,89.04,
2,03849097,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号849097,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-07-06,6.7,25,31.7,48.13,
2,12516733,美国产葵花籽，用于饲料,油籽、子仁、工业用或药用植物、饲料,2018-07-06,2.0,25,27.0,138.46,
2,87445651,美国产越野车，排量为1065cc,车辆及其零件、附件,2018-07-06,3.2,25,28.2,15.88,
2,03918140,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号918140,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-07-06,4.0,25,29.0,126.18,
2,03410949,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号410949,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-07-06,9.7,25,34.7,111.45,
2,12056917,美国产大豆，用于压榨油,油籽、子仁、工业用或药用植物、饲料,2018-07-06,4.2,25,29.2,36.48,
2,12447407,美国产大豆，用于饲料,油籽、子仁、工业用或药用植物、饲料,2018-07-06,6.7,25,31.7,82.87,
2,87922273,美国产货车，排量为3705cc,车辆及其零件、附件,2018-07-06,2.6,25,27.6,165.5,
2,87949130,美国产货车，排量为1659cc,车辆及其零件、附件,2018-07-06,5.4,25,30.4,42.89,
2,03472044,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号472044,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-07-06,4.8,25,29.8,118.04,
2,03943426,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号943426,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-07-06,6.1,25,31.1,135.53,
2,87985092,美国产越野车，功率为2469cc,车辆及其零件、附件,2018-07-06,10.0,25,35.0,64.26,
2,12733810,美国产葵花籽，用于压榨油,油籽、子仁、工业用或药用植物、饲料,2018-07-06,7.0,25,32.0,126.47,
2,03380630,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号380630,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-07-06,3.8,25,28.8,150.37,
2,03451334,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号451334,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-07-06,4.8,25,29.8,118.43,
2,03610954,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号610954,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-07-06,9.3,25,34.3,83.82,
2,87315128,美国产货车，排量为3997cc,车辆及其零件、附件,2018-07-06,3.3,25,28.3,51.3,
2,87187777,美国产越野车，排量为4505cc,车辆及其零件、附件,2018-07-06,5.0,25,30.0,88.51,
2,87098456,美国产越野车，排量为3621cc,车辆及其零件、附件,2018-07-06,4.2,25,29.2,4.23,
2,12296549,美国产葵花籽，用于食品加工,油籽、子仁、工业用或药用植物、饲料,2018-07-06,8.0,25,33.0,91.37,
2,12396059,美国产大豆，用于食品加工,油籽、子仁、工业用或药用植物、饲料,2018-07-06,6.6,25,31.6,3.24,
2,87336762,美国产乘用车，功率为3615cc,车辆及其零件、附件,2018-07-06,7.0,25,32.0,151.15,
2,03533242,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号533242,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-07-06,7.5,25,32.5,197.09,
2,87188850,美国产乘用车，排量为2662cc,车辆及其零件、附件,2018-07-06,8.7,25,33.7,119.94,
2,12017409,美国产亚麻籽，用于压榨油,油籽、子仁、工业用或药用植物、饲料,2018-07-06,8.3,25,33.3,8.06,
2,12855608,美国产花生，用于食品加工,油籽、子仁、工业用或药用植物、饲料,2018-07-06,7.5,25,32.5,32.52,
2,87338222,美国产乘用车，功率为4246cc,车辆及其零件、附件,2018-07-06,3.2,25,28.2,191.01,
2,12346079,美国产葵花籽，用于饲料,油籽、子仁、工业用或药用植物、饲料,2018-07-06,8.1,25,33.1,38.68,
2,12658623,美国产葵花籽，用于食品加工,油籽、子仁、工业用或药用植物、饲料,2018-07-06,3.5,25,28.5,71.4,
2,03090673,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号090673,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-07-06,2.1,25,27.1,32.26,
2,87421399,美国产乘用车，功率为3468cc,车辆及其零件、附件,2018-07-06,2.1,25,27.1,53.82,
2,03884849,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号884849,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-07-06,7.5,25,32.5,148.57,
2,03703890,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号703890,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-07-06,9.7,25,34.7,79.77,
2,12456274,美国产葵花籽，用于饲料,油籽、子仁、工业用或药用植物、饲料,2018-07-06,4.8,25,29.8,185.53,
2,87427461,美国产越野车，排量为3127cc,车辆及其零件、附件,2018-07-06,5.8,25,30.8,38.4,
2,03637680,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号637680,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-07-06,2.5,25,27.5,90.63,
2,03076369,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号076369,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-07-06,6.1,25,31.1,163.07,
2,03442982,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号442982,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-07-06,5.6,25,30.6,85.61,
2,03179658,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号179658,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-07-06,2.9,25,27.9,71.42,
2,12769190,美国产葵花籽，用于食品加工,油籽、子仁、工业用或药用植物、饲料,2018-07-06,8.1,25,33.1,33.0,
2,87778292,美国产乘用车，排量为2209cc,车辆及其零件、附件,2018-07-06,6.7,25,31.7,103.32,
2,87210566,美国产货车，排量为2489cc,车辆及其零件、附件,2018-07-06,3.7,25,28.7,80.34,
2,12645122,美国产大豆，用于食品加工,油籽、子仁、工业用或药用植物、饲料,2018-07-06,9.6,25,34.6,44.21,
2,12442038,美国产花生，用于饲料,油籽、子仁、工业用或药用植物、饲料,2018-07-06,6.5,25,31.5,34.45,
2,87775754,美国产货车，排量为4658cc,车辆及其零件、附件,2018-07-06,3.8,25,28.8,164.02,
2,87046567,美国产越野车，功率为1609cc,车辆及其零件、附件,2018-07-06,9.1,25,34.1,93.32,
2,87860227,美国产乘用车，排量为4724cc,车辆及其零件、附件,2018-07-06,4.1,25,29.1,95.82,
2,03501674,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号501674,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-07-06,6.5,25,31.5,95.75,
2,12100790,美国产花生，用于饲料,油籽、子仁、工业用或药用植物、饲料,2018-07-06,4.0,25,29.0,13.45,
2,03444230,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号444230,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-07-06,4.7,25,29.7,191.1,
2,03032984,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号032984,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-07-06,6.8,25,31.8,151.7,
2,03167492,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号167492,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-07-06,8.8,25,33.8,61.98,
2,12010093,美国产大豆，用于压榨油,油籽、子仁、工业用或药用植物、饲料,2018-07-06,5.0,25,30.0,148.32,
2,12498500,美国产亚麻籽，用于压榨油,油籽、子仁、工业用或药用植物、饲料,2018-07-06,7.6,25,32.6,144.51,
2,12924496,美国产大豆，用于饲料,油籽、子仁、工业用或药用植物、饲料,2018-07-06,2.4,25,27.4,88.06,
2,12203010,美国产亚麻籽，用于饲料,油籽、子仁、工业用或药用植物、饲料,2018-07-06,2.1,25,27.1,104.53,
2,87043278,美国产货车，功率为4958cc,车辆及其零件、附件,2018-07-06,4.5,25,29.5,47.31,
2,87876015,美国产货车，功率为1943cc,车辆及其零件、附件,2018-07-06,2.4,25,27.4,64.77,
2,87609290,美国产乘用车，排量为1354cc,车辆及其零件、附件,2018-07-06,9.5,25,34.5,22.54,
2,12050504,美国产大豆，用于食品加工,油籽、子仁、工业用或药用植物、饲料,2018-07-06,9.9,25,34.9,52.1,
2,03770440,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号770440,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-07-06,3.9,25,28.9,131.5,
2,03456152,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号456152,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-07-06,5.4,25,30.4,48.58,
2,12715266,美国产葵花籽，用于食品加工,油籽、子仁、工业用或药用植物、饲料,2018-07-06,8.8,25,33.8,13.95,
2,03631856,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号631856,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-07-06,8.2,25,33.2,172.57,
2,12310323,美国产大豆，用于压榨油,油籽、子仁、工业用或药用植物、饲料,2018-07-06,8.6,25,33.6,52.57,
2,03561802,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号561802,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-07-06,7.2,25,32.2,41.71,
2,03706209,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号706209,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-07-06,5.0,25,30.0,174.55,
2,03087248,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号087248,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-07-06,3.0,25,28.0,44.63,
2,87561477,美国产越野车，功率为3417cc,车辆及其零件、附件,2018-07-06,7.6,25,32.6,53.06,
2,03847905,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号847905,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-07-06,2.2,25,27.2,198.64,
2,03482700,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号482700,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-07-06,2.8,25,27.8,120.0,
2,87539772,美国产乘用车，功率为1888cc,车辆及其零件、附件,2018-07-06,7.3,25,32.3,177.23,
2,03209007,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号209007,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-07-06,9.6,25,34.6,147.04,
2,12489390,美国产葵花籽，用于压榨油,油籽、子仁、工业用或药用植物、饲料,2018-07-06,3.7,25,28.7,39.85,
2,87870499,美国产越野车，功率为2726cc,车辆及其零件、附件,2018-07-06,6.4,25,31.4,37.69,
2,87547182,美国产货车，排量为3022cc,车辆及其零件、附件,2018-07-06,2.9,25,27.9,37.53,
2,03170449,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号170449,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-07-06,4.4,25,29.4,121.77,
2,12203970,美国产花生，用于食品加工,油籽、子仁、工业用或药用植物、饲料,2018-07-06,9.8,25,34.8,149.4,
2,12379828,美国产葵花籽，用于压榨油,油籽、子仁、工业用或药用植物、饲料,2018-07-06,5.4,25,30.4,56.78,
2,03114332,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号114332,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-07-06,3.2,25,28.2,179.77,
2,03283183,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号283183,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-07-06,2.3,25,27.3,157.28,
2,03247604,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号247604,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-07-06,8.8,25,33.8,147.61,
2,03281394,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号281394,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-07-06,2.2,25,27.2,6.36,
2,03597575,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号597575,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2018-07-06,2.7,25,27.7,20.44,
2,12017361,美国产亚麻籽，用于饲料,油籽、子仁、工业用或药用植物、饲料,2018-07-06,7.7,25,32.7,60.16,
2,12648591,美国产亚麻籽，用于饲料,油籽、子仁、工业用或药用植物、饲料,2018-07-06,9.6,25,34.6,84.7,
